publicid,eventtype,origintime,modificationtime,depth,magnitude,magnitudetype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,minimumdistance,azimuthalgap,magnitudeuncertainty,originerror,magnitudestationcount,longitude,latitude,depthtype,mmi,locality,quality,WKT
2023p798327,earthquake,2023-10-23 22:09:04.193,2023-11-09 11:57:44.304,5.0,5.141187882,M,LOCSAT,confirmed,manual,iasp91,31,20,0.2502634227,53.42201954,,0.4975290588,112,171.7832947,-42.73765182,operator assigned,5.0,25 km north-east of Arthur's Pass,best,"POLYGON ((1494568.173280393 5271555.294564764, 1497205.203276101 5274491.573041476, 1499842.2332718088 5274491.573041476, 1502479.2632675169 5274491.573041476, 1505116.2932632247 5271555.294564764, 1505116.2932632247 5268619.016088053, 1505116.2932632247 5265682.73761134, 1505116.2932632247 5262746.459134629, 1502479.2632675169 5262746.459134629, 1499842.2332718088 5262746.459134629, 1497205.203276101 5262746.459134629, 1494568.173280393 5265682.73761134, 1494568.173280393 5268619.016088053, 1494568.173280393 5271555.294564764))"
2023p707798,earthquake,2023-09-20 09:14:49.067,2023-10-09 14:11:10.240,11.69156933,5.973363132,Mw(mB),LOCSAT,confirmed,manual,iasp91,50,40,0.0237295758,39.10713959,0.4,0.5562852343,37,171.0763245,-43.69734573,,6.0,45 km north of Geraldine,best,"POLYGON ((1112189.5375115154 5126565.94799608, 1112189.5375115154 5131023.350772577, 1112189.5375115154 5135480.753549075, 1112189.5375115154 5139938.156325572, 1112189.5375115154 5144395.55910207, 1112189.5375115154 5148852.961878567, 1112189.5375115154 5153310.364655064, 1112189.5375115154 5157767.767431562, 1112189.5375115154 5162225.170208059, 1112189.5375115154 5166682.572984557, 1112189.5375115154 5171139.975761054, 1112189.5375115154 5175597.3785375515, 1112189.5375115154 5180054.781314049, 1112189.5375115154 5184512.184090546, 1112189.5375115154 5188969.586867044, 1112189.5375115154 5193426.989643541, 1112189.5375115154 5197884.392420039, 1112189.5375115154 5202341.795196536, 1112189.5375115154 5206799.197973033, 1112189.5375115154 5211256.600749531, 1112189.5375115154 5215714.003526028, 1112189.5375115154 5220171.406302526, 1112189.5375115154 5224628.809079023, 1112189.5375115154 5229086.2118555205, 1112189.5375115154 5233543.614632018, 1112189.5375115154 5238001.017408515, 1112189.5375115154 5242458.420185013, 1112189.5375115154 5246915.82296151, 1112189.5375115154 5251373.225738008, 1112189.5375115154 5255830.628514505, 1112189.5375115154 5260288.031291002, 1112189.5375115154 5264745.4340675, 1112189.5375115154 5269202.836843997, 1112189.5375115154 5273660.239620495, 1112189.5375115154 5278117.642396992, 1112189.5375115154 5282575.0451734895, 1112189.5375115154 5287032.447949987, 1112189.5375115154 5291489.850726484, 1112189.5375115154 5295947.253502982, 1112189.5375115154 5300404.65627948, 1112189.5375115154 5304862.059055977, 1112189.5375115154 5309319.461832475, 1112189.5375115154 5313776.864608971, 1112189.5375115154 5318234.26738547, 1112189.5375115154 5322691.670161966, 1112189.5375115154 5327149.072938465, 1112189.5375115154 5331606.475714961, 1112189.5375115154 5336063.878491459, 1112189.5375115154 5340521.281267956, 1112189.5375115154 5344978.684044454, 1112189.5375115154 5349436.086820951, 1112189.5375115154 5353893.489597449, 1112189.5375115154 5358350.8923739465, 1112189.5375115154 5362808.295150444, 1112189.5375115154 5367265.697926941, 1112189.5375115154 5371723.100703439, 1112189.5375115154 5376180.503479936, 1112189.5375115154 5380637.906256434, 1112189.5375115154 5385095.309032931, 1112189.5375115154 5389552.711809428, 1112189.5375115154 5394010.114585926, 1112189.5375115154 5398467.517362423, 1112189.5375115154 5402924.920138921, 1112189.5375115154 5407382.322915418, 1112189.5375115154 5411839.7256919155, 1112189.5375115154 5416297.128468413, 1112189.5375115154 5420754.53124491, 1112189.5375115154 5425211.934021408, 1112189.5375115154 5429669.336797905, 1112189.5375115154 5434126.739574403, 1112189.5375115154 5438584.1423509, 1112189.5375115154 5443041.545127397, 1112189.5375115154 5447498.947903895, 1112189.5375115154 5451956.350680392, 1112189.5375115154 5456413.75345689, 1112189.5375115154 5460871.156233387, 1112189.5375115154 5465328.5590098845, 1112189.5375115154 5469785.961786382, 1112189.5375115154 5474243.364562879, 1112189.5375115154 5478700.767339377, 1112189.5375115154 5483158.170115874, 1112189.5375115154 5487615.572892372, 1112189.5375115154 5492072.975668869, 1112189.5375115154 5496530.378445366, 1112189.5375115154 5500987.781221864, 1112189.5375115154 5505445.183998361, 1112189.5375115154 5509902.586774859, 1112189.5375115154 5514359.989551356, 1112189.5375115154 5518817.3923278535, 1116314.7697841204 5518817.3923278535, 1120440.0020567253 5518817.3923278535, 1128690.4666019352 5514359.989551356, 1132815.6988745402 5514359.989551356, 1136940.931147145 5514359.989551356, 1141066.16341975 5514359.989551356, 1145191.3956923548 5514359.989551356, 1149316.6279649597 5514359.989551356, 1153441.8602375647 5514359.989551356, 1157567.0925101696 5514359.989551356, 1165817.5570553795 5509902.586774859, 1169942.7893279844 5509902.586774859, 1174068.0216005894 5509902.586774859, 1178193.2538731943 5509902.586774859, 1182318.4861457993 5509902.586774859, 1190568.9506910092 5505445.183998361, 1194694.1829636141 5505445.183998361, 1198819.415236219 5505445.183998361, 1202944.647508824 5505445.183998361, 1211195.1120540337 5500987.781221864, 1215320.3443266386 5500987.781221864, 1219445.5765992436 5500987.781221864, 1227696.0411444535 5496530.378445366, 1231821.2734170584 5496530.378445366, 1235946.5056896633 5496530.378445366, 1244196.9702348732 5492072.975668869, 1248322.2025074782 5492072.975668869, 1256572.667052688 5487615.572892372, 1260697.899325293 5487615.572892372, 1268948.363870503 5483158.170115874, 1273073.5961431076 5483158.170115874, 1281324.0606883175 5478700.767339377, 1289574.5252335274 5474243.364562879, 1293699.7575061324 5474243.364562879, 1301950.2220513423 5469785.961786382, 1310200.6865965521 5465328.5590098845, 1318451.151141762 5460871.156233387, 1326701.6156869717 5456413.75345689, 1334952.0802321816 5451956.350680392, 1343202.5447773915 5447498.947903895, 1351453.0093226014 5443041.545127397, 1359703.4738678113 5438584.1423509, 1363828.7061404162 5434126.739574403, 1372079.170685626 5429669.336797905, 1380329.635230836 5425211.934021408, 1384454.867503441 5420754.53124491, 1388580.099776046 5416297.128468413, 1396830.5643212558 5411839.7256919155, 1400955.7965938605 5407382.322915418, 1409206.2611390704 5402924.920138921, 1413331.4934116753 5398467.517362423, 1417456.7256842803 5394010.114585926, 1421581.9579568852 5389552.711809428, 1425707.1902294902 5385095.309032931, 1429832.422502095 5380637.906256434, 1433957.6547747 5376180.503479936, 1438082.887047305 5371723.100703439, 1442208.11931991 5367265.697926941, 1446333.3515925147 5362808.295150444, 1454583.8161377246 5358350.8923739465, 1458709.0484103295 5353893.489597449, 1462834.2806829344 5349436.086820951, 1471084.7452281443 5344978.684044454, 1479335.2097733542 5340521.281267956, 1483460.4420459592 5336063.878491459, 1491710.906591169 5331606.475714961, 1499961.371136379 5327149.072938465, 1504086.603408984 5322691.670161966, 1508211.8356815889 5318234.26738547, 1512337.0679541938 5313776.864608971, 1516462.3002267987 5309319.461832475, 1520587.5324994037 5304862.059055977, 1524712.7647720084 5300404.65627948, 1532963.2293172183 5295947.253502982, 1541213.6938624282 5291489.850726484, 1541213.6938624282 5287032.447949987, 1545338.9261350331 5282575.0451734895, 1553589.390680243 5273660.239620495, 1561839.855225453 5269202.836843997, 1565965.0874980579 5269202.836843997, 1570090.3197706628 5269202.836843997, 1574215.5520432675 5269202.836843997, 1578340.7843158725 5269202.836843997, 1586591.2488610824 5264745.4340675, 1590716.4811336873 5264745.4340675, 1594841.7134062923 5264745.4340675, 1598966.9456788972 5260288.031291002, 1603092.1779515021 5255830.628514505, 1611342.642496712 5251373.225738008, 1619593.107041922 5246915.82296151, 1623718.3393145269 5246915.82296151, 1627843.5715871318 5246915.82296151, 1631968.8038597368 5246915.82296151, 1636094.0361323417 5246915.82296151, 1640219.2684049467 5246915.82296151, 1644344.5006775516 5246915.82296151, 1648469.7329501566 5246915.82296151, 1656720.1974953662 5242458.420185013, 1660845.4297679712 5242458.420185013, 1664970.662040576 5242458.420185013, 1673221.126585786 5238001.017408515, 1677346.358858391 5238001.017408515, 1685596.8234036008 5233543.614632018, 1689722.0556762055 5233543.614632018, 1697972.5202214154 5229086.2118555205, 1706222.9847666253 5224628.809079023, 1714473.4493118352 5220171.406302526, 1722723.9138570451 5215714.003526028, 1730974.378402255 5211256.600749531, 1739224.842947465 5206799.197973033, 1747475.3074926748 5202341.795196536, 1755725.7720378847 5197884.392420039, 1759851.0043104896 5193426.989643541, 1768101.4688556995 5188969.586867044, 1772226.7011283045 5184512.184090546, 1780477.1656735141 5180054.781314049, 1784602.397946119 5175597.3785375515, 1792852.862491329 5171139.975761054, 1796978.094763934 5166682.572984557, 1805228.5593091438 5162225.170208059, 1809353.7915817488 5157767.767431562, 1813479.0238543535 5153310.364655064, 1821729.4883995634 5148852.961878567, 1825854.7206721683 5144395.55910207, 1829979.9529447732 5139938.156325572, 1838230.4174899831 5135480.753549075, 1842355.649762588 5131023.350772577, 1846480.882035193 5126565.94799608, 1850606.114307798 5122108.5452195825, 1858856.5788530079 5117651.142443085, 1862981.8111256128 5113193.739666588, 1867107.0433982178 5108736.33689009, 1871232.2756708227 5104278.934113593, 1875357.5079434277 5099821.531337095, 1879482.7402160326 5095364.128560598, 1883607.9724886375 5090906.725784101, 1887733.2047612425 5086449.323007603, 1891858.4370338474 5081991.920231106, 1900108.9015790573 5077534.517454608, 1904234.133851662 5073077.114678111, 1908359.366124267 5068619.7119016135, 1912484.598396872 5064162.309125116, 1916609.8306694769 5059704.906348619, 1920735.0629420818 5055247.503572121, 1924860.2952146868 5050790.100795624, 1924860.2952146868 5046332.698019126, 1928985.5274872917 5041875.295242629, 1933110.7597598967 5037417.892466132, 1933110.7597598967 5032960.489689634, 1933110.7597598967 5028503.086913137, 1933110.7597598967 5024045.684136639, 1933110.7597598967 5019588.281360142, 1933110.7597598967 5015130.8785836445, 1933110.7597598967 5010673.475807147, 1933110.7597598967 5006216.07303065, 1933110.7597598967 5001758.670254152, 1933110.7597598967 4997301.267477655, 1933110.7597598967 4992843.864701157, 1933110.7597598967 4988386.46192466, 1933110.7597598967 4983929.059148163, 1933110.7597598967 4979471.656371665, 1933110.7597598967 4975014.253595168, 1933110.7597598967 4970556.85081867, 1933110.7597598967 4966099.448042173, 1933110.7597598967 4961642.0452656755, 1933110.7597598967 4957184.642489178, 1933110.7597598967 4952727.239712681, 1933110.7597598967 4948269.836936183, 1933110.7597598967 4943812.434159686, 1933110.7597598967 4939355.031383188, 1933110.7597598967 4934897.628606691, 1933110.7597598967 4930440.225830194, 1933110.7597598967 4925982.823053696, 1933110.7597598967 4921525.420277199, 1933110.7597598967 4917068.017500701, 1933110.7597598967 4912610.614724204, 1933110.7597598967 4908153.2119477065, 1933110.7597598967 4903695.809171209, 1933110.7597598967 4899238.406394712, 1933110.7597598967 4894781.003618214, 1933110.7597598967 4890323.600841717, 1933110.7597598967 4885866.198065219, 1933110.7597598967 4881408.795288722, 1933110.7597598967 4876951.392512225, 1933110.7597598967 4872493.989735727, 1933110.7597598967 4868036.58695923, 1928985.5274872917 4868036.58695923, 1924860.2952146868 4868036.58695923, 1920735.0629420818 4868036.58695923, 1916609.8306694769 4868036.58695923, 1912484.598396872 4868036.58695923, 1908359.366124267 4868036.58695923, 1904234.133851662 4868036.58695923, 1900108.9015790573 4868036.58695923, 1895983.6693064524 4868036.58695923, 1891858.4370338474 4868036.58695923, 1887733.2047612425 4868036.58695923, 1883607.9724886375 4868036.58695923, 1879482.7402160326 4868036.58695923, 1875357.5079434277 4868036.58695923, 1871232.2756708227 4868036.58695923, 1867107.0433982178 4868036.58695923, 1862981.8111256128 4868036.58695923, 1858856.5788530079 4868036.58695923, 1854731.346580403 4868036.58695923, 1850606.114307798 4868036.58695923, 1846480.882035193 4868036.58695923, 1842355.649762588 4868036.58695923, 1838230.4174899831 4868036.58695923, 1834105.1852173782 4868036.58695923, 1829979.9529447732 4868036.58695923, 1825854.7206721683 4868036.58695923, 1821729.4883995634 4868036.58695923, 1817604.2561269584 4868036.58695923, 1813479.0238543535 4868036.58695923, 1809353.7915817488 4868036.58695923, 1805228.5593091438 4868036.58695923, 1801103.3270365389 4868036.58695923, 1796978.094763934 4868036.58695923, 1792852.862491329 4868036.58695923, 1788727.630218724 4868036.58695923, 1784602.397946119 4868036.58695923, 1780477.1656735141 4868036.58695923, 1776351.9334009094 4868036.58695923, 1772226.7011283045 4868036.58695923, 1768101.4688556995 4868036.58695923, 1763976.2365830946 4868036.58695923, 1759851.0043104896 4868036.58695923, 1755725.7720378847 4868036.58695923, 1751600.5397652797 4868036.58695923, 1747475.3074926748 4868036.58695923, 1743350.0752200698 4868036.58695923, 1739224.842947465 4868036.58695923, 1735099.61067486 4868036.58695923, 1730974.378402255 4868036.58695923, 1726849.14612965 4868036.58695923, 1722723.9138570451 4868036.58695923, 1718598.6815844402 4868036.58695923, 1714473.4493118352 4868036.58695923, 1710348.2170392303 4868036.58695923, 1706222.9847666253 4868036.58695923, 1702097.7524940204 4868036.58695923, 1697972.5202214154 4868036.58695923, 1693847.2879488105 4868036.58695923, 1689722.0556762055 4868036.58695923, 1685596.8234036008 4868036.58695923, 1681471.591130996 4868036.58695923, 1677346.358858391 4868036.58695923, 1673221.126585786 4868036.58695923, 1669095.894313181 4868036.58695923, 1664970.662040576 4868036.58695923, 1660845.4297679712 4868036.58695923, 1656720.1974953662 4868036.58695923, 1652594.9652227615 4868036.58695923, 1648469.7329501566 4868036.58695923, 1644344.5006775516 4868036.58695923, 1640219.2684049467 4868036.58695923, 1636094.0361323417 4868036.58695923, 1631968.8038597368 4868036.58695923, 1627843.5715871318 4868036.58695923, 1623718.3393145269 4868036.58695923, 1619593.107041922 4868036.58695923, 1615467.874769317 4868036.58695923, 1611342.642496712 4868036.58695923, 1607217.410224107 4868036.58695923, 1603092.1779515021 4868036.58695923, 1598966.9456788972 4868036.58695923, 1594841.7134062923 4868036.58695923, 1590716.4811336873 4868036.58695923, 1586591.2488610824 4868036.58695923, 1582466.0165884774 4868036.58695923, 1578340.7843158725 4868036.58695923, 1574215.5520432675 4868036.58695923, 1570090.3197706628 4868036.58695923, 1565965.0874980579 4868036.58695923, 1561839.855225453 4868036.58695923, 1557714.622952848 4868036.58695923, 1553589.390680243 4868036.58695923, 1549464.158407638 4868036.58695923, 1545338.9261350331 4868036.58695923, 1541213.6938624282 4868036.58695923, 1537088.4615898232 4868036.58695923, 1532963.2293172183 4868036.58695923, 1528837.9970446134 4868036.58695923, 1524712.7647720084 4868036.58695923, 1520587.5324994037 4868036.58695923, 1516462.3002267987 4868036.58695923, 1512337.0679541938 4868036.58695923, 1508211.8356815889 4868036.58695923, 1504086.603408984 4868036.58695923, 1499961.371136379 4868036.58695923, 1495836.138863774 4868036.58695923, 1491710.906591169 4868036.58695923, 1487585.6743185641 4868036.58695923, 1483460.4420459592 4868036.58695923, 1479335.2097733542 4868036.58695923, 1475209.9775007493 4868036.58695923, 1471084.7452281443 4868036.58695923, 1466959.5129555394 4868036.58695923, 1462834.2806829344 4868036.58695923, 1458709.0484103295 4868036.58695923, 1454583.8161377246 4868036.58695923, 1450458.5838651196 4868036.58695923, 1446333.3515925147 4868036.58695923, 1442208.11931991 4868036.58695923, 1438082.887047305 4868036.58695923, 1442208.11931991 4872493.989735727, 1442208.11931991 4876951.392512225, 1442208.11931991 4881408.795288722, 1446333.3515925147 4885866.198065219, 1446333.3515925147 4890323.600841717, 1446333.3515925147 4894781.003618214, 1450458.5838651196 4899238.406394712, 1450458.5838651196 4903695.809171209, 1450458.5838651196 4908153.2119477065, 1446333.3515925147 4912610.614724204, 1446333.3515925147 4917068.017500701, 1446333.3515925147 4921525.420277199, 1442208.11931991 4925982.823053696, 1442208.11931991 4930440.225830194, 1438082.887047305 4934897.628606691, 1429832.422502095 4939355.031383188, 1421581.9579568852 4943812.434159686, 1413331.4934116753 4948269.836936183, 1409206.2611390704 4948269.836936183, 1405081.0288664654 4948269.836936183, 1400955.7965938605 4948269.836936183, 1392705.3320486508 4952727.239712681, 1388580.099776046 4952727.239712681, 1384454.867503441 4952727.239712681, 1376204.402958231 4957184.642489178, 1367953.9384130212 4961642.0452656755, 1363828.7061404162 4966099.448042173, 1359703.4738678113 4970556.85081867, 1355578.2415952063 4975014.253595168, 1355578.2415952063 4979471.656371665, 1351453.0093226014 4983929.059148163, 1351453.0093226014 4988386.46192466, 1347327.7770499964 4992843.864701157, 1343202.5447773915 4997301.267477655, 1339077.3125047865 5001758.670254152, 1334952.0802321816 5006216.07303065, 1330826.8479595766 5010673.475807147, 1322576.383414367 5015130.8785836445, 1314325.918869157 5019588.281360142, 1310200.6865965521 5019588.281360142, 1306075.4543239472 5019588.281360142, 1301950.2220513423 5019588.281360142, 1293699.7575061324 5024045.684136639, 1289574.5252335274 5024045.684136639, 1285449.2929609225 5028503.086913137, 1281324.0606883175 5032960.489689634, 1277198.8284157126 5037417.892466132, 1273073.5961431076 5041875.295242629, 1268948.363870503 5046332.698019126, 1268948.363870503 5050790.100795624, 1264823.131597898 5055247.503572121, 1260697.899325293 5059704.906348619, 1260697.899325293 5064162.309125116, 1256572.667052688 5068619.7119016135, 1252447.4347800831 5073077.114678111, 1252447.4347800831 5077534.517454608, 1248322.2025074782 5081991.920231106, 1252447.4347800831 5086449.323007603, 1260697.899325293 5090906.725784101, 1264823.131597898 5095364.128560598, 1273073.5961431076 5104278.934113593, 1277198.8284157126 5108736.33689009, 1277198.8284157126 5113193.739666588, 1277198.8284157126 5117651.142443085, 1273073.5961431076 5122108.5452195825, 1268948.363870503 5126565.94799608, 1264823.131597898 5131023.350772577, 1256572.667052688 5135480.753549075, 1252447.4347800831 5135480.753549075, 1248322.2025074782 5135480.753549075, 1244196.9702348732 5135480.753549075, 1235946.5056896633 5131023.350772577, 1231821.2734170584 5126565.94799608, 1227696.0411444535 5122108.5452195825, 1223570.8088718485 5117651.142443085, 1223570.8088718485 5113193.739666588, 1223570.8088718485 5108736.33689009, 1219445.5765992436 5104278.934113593, 1211195.1120540337 5099821.531337095, 1207069.8797814287 5099821.531337095, 1202944.647508824 5099821.531337095, 1198819.415236219 5099821.531337095, 1194694.1829636141 5099821.531337095, 1190568.9506910092 5099821.531337095, 1186443.7184184042 5099821.531337095, 1182318.4861457993 5099821.531337095, 1178193.2538731943 5099821.531337095, 1174068.0216005894 5099821.531337095, 1169942.7893279844 5099821.531337095, 1165817.5570553795 5099821.531337095, 1161692.3247827746 5099821.531337095, 1157567.0925101696 5099821.531337095, 1153441.8602375647 5099821.531337095, 1149316.6279649597 5099821.531337095, 1145191.3956923548 5099821.531337095, 1141066.16341975 5099821.531337095, 1136940.931147145 5099821.531337095, 1132815.6988745402 5099821.531337095, 1128690.4666019352 5099821.531337095, 1120440.0020567253 5095364.128560598, 1116314.7697841204 5095364.128560598, 1112189.5375115154 5095364.128560598, 1112189.5375115154 5099821.531337095, 1112189.5375115154 5104278.934113593, 1112189.5375115154 5108736.33689009, 1112189.5375115154 5113193.739666588, 1112189.5375115154 5117651.142443085, 1112189.5375115154 5122108.5452195825, 1112189.5375115154 5126565.94799608))"
2023p310621,earthquake,2023-04-26 10:19:03.548,2023-04-26 11:04:08.635,13.39922428,5.439800973,MLv,LOCSAT,confirmed,manual,iasp91,44,29,0.08792390674,102.0167313,0.126867,0.5471639217,6,176.5203247,-40.26909256,,7.0,5 km west of Porangahau,best,"MULTIPOLYGON (((1852785.8504710118 5505705.693553789, 1852785.8504710118 5509459.962699081, 1850954.8100024313 5513214.231844373, 1845461.6885966891 5516968.500989665, 1839968.567190947 5520722.7701349575, 1834475.4457852049 5524477.03928025, 1827151.2839108822 5524477.03928025, 1825320.2434423016 5524477.03928025, 1823489.2029737209 5524477.03928025, 1821658.16250514 5524477.03928025, 1819827.1220365595 5524477.03928025, 1817996.0815679787 5524477.03928025, 1816165.0410993982 5524477.03928025, 1814334.0006308174 5524477.03928025, 1812502.9601622368 5528231.308425542, 1814334.0006308174 5531985.577570834, 1817996.0815679787 5535739.846716126, 1821658.16250514 5531985.577570834, 1834475.4457852049 5535739.846716126, 1838137.5267223665 5539494.115861419, 1843630.6481281086 5543248.385006711, 1845461.6885966891 5543248.385006711, 1850954.8100024313 5547002.654152003, 1854616.8909395926 5550756.923297295, 1860110.0123453347 5554511.1924425885, 1863772.093282496 5558265.461587881, 1867434.1742196574 5562019.730733173, 1871096.2551568188 5565773.999878465, 1872927.2956253996 5569528.269023757, 1874758.3360939801 5573282.53816905, 1876589.376562561 5577036.807314342, 1876589.376562561 5580791.076459634, 1874758.3360939801 5584545.345604926, 1872927.2956253996 5588299.614750219, 1872927.2956253996 5592053.883895511, 1874758.3360939801 5595808.153040803, 1876589.376562561 5595808.153040803, 1878420.4170311415 5595808.153040803, 1880251.4574997223 5595808.153040803, 1882082.497968303 5595808.153040803, 1883913.5384368836 5595808.153040803, 1885744.5789054644 5595808.153040803, 1889406.6598426257 5592053.883895511, 1894899.7812483679 5588299.614750219, 1896730.8217169484 5588299.614750219, 1898561.8621855292 5588299.614750219, 1900392.90265411 5588299.614750219, 1902223.9431226905 5588299.614750219, 1904054.9835912713 5588299.614750219, 1905886.024059852 5588299.614750219, 1907717.0645284327 5588299.614750219, 1909548.1049970132 5588299.614750219, 1911379.145465594 5588299.614750219, 1913210.1859341748 5588299.614750219, 1915041.2264027554 5588299.614750219, 1916872.2668713361 5588299.614750219, 1918703.3073399167 5588299.614750219, 1924196.4287456588 5584545.345604926, 1926027.4692142396 5584545.345604926, 1927858.5096828202 5584545.345604926, 1929689.550151401 5584545.345604926, 1931520.5906199818 5584545.345604926, 1933351.6310885623 5580791.076459634, 1933351.6310885623 5577036.807314342, 1933351.6310885623 5573282.53816905, 1933351.6310885623 5569528.269023757, 1933351.6310885623 5565773.999878465, 1933351.6310885623 5562019.730733173, 1933351.6310885623 5558265.461587881, 1933351.6310885623 5554511.1924425885, 1933351.6310885623 5550756.923297295, 1933351.6310885623 5547002.654152003, 1933351.6310885623 5543248.385006711, 1933351.6310885623 5539494.115861419, 1933351.6310885623 5535739.846716126, 1933351.6310885623 5531985.577570834, 1933351.6310885623 5528231.308425542, 1933351.6310885623 5524477.03928025, 1933351.6310885623 5520722.7701349575, 1933351.6310885623 5516968.500989665, 1933351.6310885623 5513214.231844373, 1933351.6310885623 5509459.962699081, 1933351.6310885623 5505705.693553789, 1933351.6310885623 5501951.424408496, 1933351.6310885623 5498197.155263204, 1929689.550151401 5494442.886117912, 1927858.5096828202 5494442.886117912, 1926027.4692142396 5494442.886117912, 1924196.4287456588 5494442.886117912, 1918703.3073399167 5490688.61697262, 1916872.2668713361 5490688.61697262, 1915041.2264027554 5490688.61697262, 1913210.1859341748 5490688.61697262, 1911379.145465594 5490688.61697262, 1909548.1049970132 5490688.61697262, 1907717.0645284327 5490688.61697262, 1905886.024059852 5490688.61697262, 1904054.9835912713 5490688.61697262, 1902223.9431226905 5490688.61697262, 1896730.8217169484 5494442.886117912, 1894899.7812483679 5494442.886117912, 1893068.740779787 5494442.886117912, 1891237.7003112063 5494442.886117912, 1885744.5789054644 5498197.155263204, 1880251.4574997223 5501951.424408496, 1878420.4170311415 5501951.424408496, 1876589.376562561 5501951.424408496, 1874758.3360939801 5501951.424408496, 1865603.1337510766 5501951.424408496, 1860110.0123453347 5494442.886117912, 1858278.971876754 5490688.61697262, 1856447.9314081734 5490688.61697262, 1854616.8909395926 5490688.61697262, 1852785.8504710118 5490688.61697262, 1850954.8100024313 5490688.61697262, 1849123.7695338505 5490688.61697262, 1847292.7290652697 5494442.886117912, 1849123.7695338505 5498197.155263204, 1850954.8100024313 5501951.424408496, 1852785.8504710118 5505705.693553789)), ((1785037.3531335264 5520722.7701349575, 1786868.393602107 5520722.7701349575, 1788699.4340706877 5520722.7701349575, 1790530.4745392683 5520722.7701349575, 1792361.515007849 5520722.7701349575, 1792361.515007849 5516968.500989665, 1790530.4745392683 5516968.500989665, 1788699.4340706877 5516968.500989665, 1786868.393602107 5516968.500989665, 1785037.3531335264 5516968.500989665, 1785037.3531335264 5520722.7701349575)))"
